Date,SO2,CO,CO2,O3,PM10,PM25,Nox,NO,NO2,THC,NMHC,CH4,WindSpeed,TEMP,Humidity
May-11,3.8,0.46,0,35.7,52,29,17.09,2.64,14.45,2.113,0.212,1.9,0,0,78.29
May-11,3.3,0.36,0,32.5,63,31,16.06,3.53,12.53,2.141,0.09,2.05,0,0,78.75
May-11,3.7,0.31,420.55,32.5,60,29,15.85,4.9,10.95,0,0,0,0,0,82.93
May-11,3.7,0.34,0,36.9,63,31,16.59,5,11.59,2.148,0.166,1.98,0,0,74.42
Jun-11,3.5,0.27,0,21.8,45,20,14.59,5.72,8.87,2.042,0.17,1.87,0,0,72.25
Jun-11,3.9,0.3,0,24.2,35,18,13.28,2.89,10.39,1.956,0.155,1.8,0,0,78.46
Jun-11,3.3,0.28,0,24.3,45,20,12.68,3.44,9.24,2.044,0.082,1.96,0,0,76.7
Jun-11,3.9,0.2,414.48,23.3,47,19,12.43,4.75,7.68,0,0,0,0,0,80.03
Jul-11,3.3,0.16,410.89,23.8,35,17,9.74,4.13,5.61,0,0,0,0,0,83.95
Jul-11,3,0.26,0,21.2,39,18,14.14,5.53,8.62,2.096,0.2,1.9,0,0,75.98
Jul-11,3.9,0.3,0,23.5,33,17,12.71,2.62,10.09,1.957,0.153,1.8,0,0,81.87
Jul-11,2.8,0.23,0,21.4,36,16,10.12,2.98,7.14,1.997,0.065,1.93,0,0,79.27
Aug-11,4.8,0.17,414.86,27.8,38,21,10.86,2.97,7.9,0,0,0,0,0,79.22
Aug-11,3.5,0.24,0,25.9,38,22,12.48,3.87,8.62,2.013,0.162,1.85,0,0,75.59
Aug-11,3.4,0.24,0,25.9,42,21,10.4,2.84,7.56,2.009,0.068,1.94,0,0,76.98
Aug-11,3.9,0.28,0,27.2,38,22,11.69,2.41,9.27,1.931,0.136,1.79,0,0,77.84
Sep-11,4.5,0.43,0,44.4,64,31,14.38,1.63,12.75,2.062,0.19,1.87,0,0,75.71
Sep-11,4.2,0.37,0,41.8,77,38,13.98,3.43,10.55,2.145,0.085,2.06,0,0,76.95
Sep-11,4.7,0.35,0,42.7,68,38,14.43,3.71,10.72,2.152,0.173,1.98,0,0,73.34
Sep-11,5.7,0.29,416.79,42.4,64,39,14.01,3,11.01,0,0,0,0,0,80.29
Oct-11,3.9,0.34,425.46,36.8,69,40,17.68,4.26,13.42,0,0,0,0,0,80.89
Oct-11,4.4,0.53,0,38.9,73,39,20.15,2.51,17.64,2.198,0.252,1.95,0,0,78.2
Oct-11,4.1,0.38,0,36.2,76,35,19.82,4.76,15.06,2.08,0.099,1.98,0,0,79.57
Oct-11,4.1,0.38,0,38.6,75,37,18.72,4.78,13.94,2.201,0.168,2.03,0,0,75.49
Nov-11,3.4,0.45,0,24.7,81,38,23.12,6.24,16.88,2.168,0.153,2.02,0,0,85.17
Nov-11,3.8,0.39,430.21,26.2,65,34,20.03,4.45,15.57,0,0,0,0,0,85.57
Nov-11,3.6,0.45,0,28.1,75,34,22.6,6.37,16.23,2.256,0.227,2.03,0,0,80.57
Nov-11,3.7,0.63,0,26.2,68,39,25.12,5.13,19.99,2.282,0.317,1.97,0,0,84.1
Dec-11,3.4,0.41,0,22.1,71,36,21.62,3.93,17.69,2.061,0.123,1.94,0,0,79.28
Dec-11,3.7,0.38,421.74,21.8,69,35,20.52,3.49,17.03,0,0,0,0,0,79.97
Dec-11,3.4,0.39,0,23.1,72,34,20.02,4.16,15.86,2.072,0.158,1.91,0,0,74.44
Dec-11,3.6,0.52,0,21.7,69,38,23.24,3.66,19.58,2.125,0.216,1.91,0,0,77.84
Jan-12,2.9,0.58,0,23.8,69,41,22.99,4.08,18.91,2.099,0.207,1.89,0,0,81.05
Jan-12,3,0.44,0,25.2,74,37,18.52,3.85,14.67,2.141,0.222,1.92,0,0,77.07
Jan-12,2.9,0.47,0,22.5,72,37,21.31,3.83,17.47,2.031,0.106,1.93,0,0,83.25
Jan-12,3.1,0.45,414.29,22,69,38,20.75,3.89,16.85,0,0,0,0,0,82.93
Feb-12,3,0.62,0,24.2,73,43,25.04,4.74,20.3,2.159,0.248,1.91,0,0,81.96
Feb-12,2.9,0.44,417.37,22.3,72,40,21.97,4,17.98,0,0,0,0,0,83.91
Feb-12,2.7,0.46,0,25.5,81,33,20.91,4.97,15.94,2.155,0.179,1.98,0,0,77.98
Feb-12,2.5,0.46,0,22.7,79,41,21.67,4.01,17.65,2.065,0.117,1.95,0,0,84.49
Mar-12,3.5,0.59,0,35.6,91,46,23.01,2.96,20.05,2.154,0.235,1.92,0,0,76.1
Mar-12,3.7,0.43,420.39,34.3,90,45,20.37,2.63,17.74,0,0,0,0,0,79.52
Mar-12,3.1,0.48,0,34.2,102,40,21.1,4.19,16.91,2.216,0.218,2,0,0,72.52
Mar-12,3.2,0.48,0,33,96,44,20.71,3.16,17.54,2.098,0.126,1.97,0,0,78.95
Apr-12,3.3,0.41,0,28.9,80,34,15.78,2.31,13.47,2.118,0.122,2,0,0,79.16
Apr-12,3.9,0.46,0,33.6,63,30,17.13,1.97,15.15,2.042,0.201,1.84,0,0,77.67
Apr-12,3.7,0.33,420.32,28.9,65,32,16.2,2.36,13.84,0,0,0,0,0,79.59
Apr-12,3.5,0.41,0,32.2,75,31,18.29,3.42,14.87,2.186,0.237,1.95,0,0,72.52
May-12,3.7,0.25,416.32,31.9,54,27,11.86,1.49,10.37,0,0,0,0,0,83.02
May-12,3.4,0.32,0,34.9,60,26,14.55,2.9,11.65,2.049,0.19,1.86,0,0,74.67
May-12,3.8,0.39,0,35.7,53,26,14.23,2.09,12.14,1.976,0.184,1.79,0,0,80.31
May-12,3.3,0.32,0,32.7,66,27,11.5,1.78,9.71,2.046,0.102,1.94,0,0,81.12
Jun-12,3.1,0.28,0,28,50,16,13.11,2.48,10.64,1.986,0.205,1.78,0,0,78.97
Jun-12,3.1,0.31,0,27.1,41,20,12.19,2.06,10.12,1.881,0.14,1.74,0,0,85.62
Jun-12,2.3,0.27,0,26.2,52,18,9.68,1.79,7.88,1.963,0.079,1.88,0,0,85.26
Jun-12,3.5,0.2,405.17,28.2,44,0,10.23,1.34,8.89,0,0,0,0,0,84.34
Jul-12,3.3,0.17,412.29,23.9,42,22,10.16,2.28,7.88,0,0,0,0,0,81.32
Jul-12,2.8,0.23,0,24.4,41,16,11.58,2.7,8.87,1.938,0.17,1.77,0,0,74.74
Jul-12,3.3,0.3,0,22.7,35,19,11.2,1.52,9.68,1.81,0.156,1.65,0,0,80.76
Jul-12,2.5,0.24,0,21.5,53,20,9.77,1.94,7.83,2.036,0.085,1.95,0,0,81.54
Aug-12,3.7,0.21,408.78,26.6,41,23,9.81,1.92,7.89,0,0,0,0,0,86.25
Aug-12,3.3,0.3,0,26.5,45,20,14.78,3.06,11.73,2.068,0.231,1.84,0,0,79.73
Aug-12,2.6,0.29,0,25.7,50,23,11.07,1.59,9.47,2.13,0.098,2.03,0,0,86.54
Aug-12,3.3,0.38,0,25.4,40,23,13.33,1.79,11.54,1.881,0.181,1.7,0,0,85.86
Sep-12,3.7,0.41,0,42,62,35,13.68,1.32,12.35,1.931,0.181,1.75,0,0,73.6
Sep-12,3.3,0.33,0,37.7,74,35,13.5,1.32,12.16,2.101,0.107,1.99,0,0,74.24
Sep-12,3.7,0.27,415.35,40,60,35,11.72,1.69,10.02,0,0,0,0,0,74.31
Sep-12,3.3,0.29,0,41.7,68,32,12.86,2.04,10.81,2.005,0.143,1.86,0,0,69
Oct-12,3.8,0.5,0,45.5,85,42,18.24,1.46,16.77,2.053,0.225,1.83,0,0,72.06
Oct-12,3.5,0.38,0,40.3,97,41,16.89,1.88,15.01,2.097,0.117,1.98,0,0,71.83
Oct-12,3.8,0.37,0,43.6,91,39,17.7,2.42,15.28,2.103,0.173,1.93,0,0,67.35
Oct-12,4.1,0.35,418.68,40.6,79,43,17.58,2.12,15.46,0,0,0,0,0,72.28
Nov-12,4.1,0.53,0,28.6,98,43,22.3,3.95,18.34,2.194,0.165,2.03,0,0,78
Nov-12,4,0.47,431.16,28.8,80,41,22,3.62,18.38,0,0,0,0,0,77.73
Nov-12,3.6,0.51,0,31.9,86,40,23.41,4.16,19.25,2.223,0.249,1.97,0,0,73.43
Nov-12,4.2,0.66,0,34.9,76,44,24.06,3.11,20.95,2.162,0.291,1.87,0,0,78.15
Dec-12,3.4,0.49,0,23.8,84,39,23.19,4.33,18.86,2.11,0.137,1.97,0,0,78.53
Dec-12,3.7,0.46,426.71,24.3,73,38,21.12,3.59,17.53,0,0,0,0,0,77.63
Dec-12,3.8,0.46,0,27.5,73,35,20.9,3.9,17,2.113,0.173,1.94,0,0,74.04
Dec-12,3.5,0.6,0,27.5,70,40,23.39,3.11,20.28,2.078,0.239,1.84,0,0,78.58
Jan-13,3.3,0.52,0,25.6,98,46,23.01,4.39,18.62,2.132,0.122,2.01,0,0,77.82
Jan-13,3,0.47,0,30.4,88,46,19.97,4.06,15.91,2.083,0.16,1.92,0,0,73.27
Jan-13,3.8,0.48,424.92,24.3,82,47,21.29,3.8,17.49,0,0,0,0,0,76.02
Jan-13,3.4,0.62,0,27.9,84,51,23.47,3.71,19.76,2.094,0.227,1.87,0,0,76.51
Feb-13,2.8,0.47,0,30.9,106,48,18.92,3.09,15.83,2.16,0.104,2.06,0,0,79.06
Feb-13,3.2,0.41,0,35.3,93,46,16.39,3.05,13.33,2.091,0.138,1.95,0,0,73.61
Feb-13,2.8,0.42,428.32,29.8,85,48,16.82,2.36,14.46,0,0,0,0,0,74.61
Feb-13,2.9,0.56,0,33.4,94,51,19.08,2.4,16.67,2.093,0.2,1.89,0,0,75.33
Mar-13,3.7,0.44,0,35.4,105,42,18.76,2.46,16.29,2.183,0.114,2.07,0,0,74.8
Mar-13,4,0.4,426.4,32.1,80,42,17.68,2.04,15.64,0,0,0,0,0,72.03
Mar-13,3.4,0.51,0,37.9,88,44,17.85,1.95,15.9,2.068,0.202,1.87,0,0,71.32
Mar-13,3.3,0.4,0,39.1,87,39,17,2.79,14.2,2.141,0.176,1.97,0,0,69.43
Apr-13,3.3,0.6,0,38.4,69,42,19.95,1.99,17.96,2.156,0.231,1.93,0,0,77.41
Apr-13,3.3,0.48,0,38.1,76,39,17.48,2.18,15.29,2.193,0.203,1.99,0,0,74.92
Apr-13,3,0.49,0,33.2,87,40,18.18,2.25,15.93,2.209,0.125,2.08,0,0,77.67
Apr-13,3.6,0.43,433.17,30.8,69,41,17.44,1.97,15.47,0,0,0,0,0,77.45
May-13,2.7,0.3,0,24.7,54,23,12.24,2.17,10.06,2.061,0.087,1.97,0,0,80.31
May-13,3.2,0.37,0,28.2,44,25,13.99,2,11.99,1.933,0.173,1.76,0,0,80.91
May-13,3.4,0.33,0,28.3,52,20,14.65,2.93,11.72,2.073,0.213,1.86,0,0,75.89
May-13,3.7,0.23,433.85,24.3,45,25,12.37,2.01,10.36,0,0,0,0,0,78.8
Jun-13,3.4,0.35,0,25.7,47,26,12.48,1.96,10.52,1.9,0.165,1.73,0,0,76.95
Jun-13,3.2,0.29,0,24.7,55,22,14.13,2.98,11.15,2.008,0.178,1.83,0,0,72.87
Jun-13,2.5,0.29,0,23.6,56,24,11.26,2.02,9.24,2.011,0.083,1.93,0,0,76.62
Jun-13,3.3,0.22,424.59,23.1,41,21,10.44,1.92,8.52,0,0,0,0,0,77.45
Jul-13,3.6,0.31,0,23.8,36,20,12.14,2.2,9.94,1.855,0.155,1.7,0,0,75.42
Jul-13,3.9,0.17,425.77,23.5,33,17,10.05,2.09,7.96,0,0,0,0,0,76.14
Jul-13,3.6,0.23,0,23.2,41,16,13.54,3.11,10.43,1.932,0.145,1.79,0,0,71.34
Jul-13,2.9,0.24,0,23.8,43,21,10.83,1.97,8.87,1.981,0.074,1.91,0,0,76.09
Aug-13,2.9,0.25,0,22.1,38,14,12.68,2.91,9.77,1.983,0.185,1.8,0,0,79.94
Aug-13,2.3,0.24,0,24.7,41,20,9.19,1.65,7.54,2.055,0.063,1.99,0,0,81.59
Aug-13,3.6,0.17,419.66,23.2,30,15,9.73,1.91,7.81,0,0,0,0,0,79.66
Aug-13,3.3,0.29,0,24.2,35,20,11.33,1.88,9.44,1.842,0.143,1.7,0,0,81.16
Sep-13,4.2,0.42,0,43.1,60,37,14.17,1.75,12.42,1.997,0.184,1.81,1.73,0,76.9
Sep-13,3,0.35,0,39,67,33,11.64,1.58,10.06,2.119,0.089,2.03,1.57,0,79.46
Sep-13,3.4,0.35,0,41.2,65,32,14.12,2.23,11.88,2.094,0.179,1.92,1.81,0,75.96
Sep-13,3.8,0.27,429.89,39.6,54,29,11.31,1.7,9.6,0,0,0,1.85,0,78.93
Oct-13,3.3,0.36,0,40.9,108,39,14.79,1.62,13.16,2.058,0.095,1.96,0,0,75.87
Oct-13,4.2,0.33,434.51,40.3,88,33,15.26,1.32,13.93,0,0,0,0,0,73.9
Oct-13,3.9,0.36,0,44.6,106,41,16.58,2.39,14.19,2.068,0.15,1.92,0,0,71.06
Oct-13,4.3,0.45,0,45.5,97,45,17.06,1.6,15.46,2.026,0.197,1.83,0,0,71.51
Nov-13,4.7,0.45,437.55,28.8,103,39,22.01,2.8,19.21,0,0,0,0,0,75.06
Nov-13,4.6,0.46,0,34.9,110,50,21.35,3.63,17.71,2.136,0.177,1.96,0,0,73.33
Nov-13,3.6,0.46,0,30.7,121,52,20.83,3.2,17.63,2.096,0.14,1.96,0,0,76.74
Nov-13,4.5,0.59,0,35.2,101,54,22.79,2.7,20.09,2.122,0.254,1.87,0,0,73.05
Dec-13,4.5,0.48,0,24.6,99,52,22.52,3.31,19.2,0,0,0,2.44,0,74.65
Dec-13,4.9,0.48,0,21.2,85,46,23.06,2.91,20.14,0,0,0,3.45,0,74.88
Dec-13,4.4,0.49,0,27,95,51,23.77,3.92,19.85,0,0,0,2.94,0,72.89
Dec-13,4.6,0.63,0,27.1,88,56,25.85,3.32,22.53,0,0,0,2.6,0,72.05
Jan-14,4.9,0.66,0,33.1,109,53,27.23,3.71,23.52,0,0,0,2.36,0,67.34
Jan-14,4.5,0.51,0,33.6,115,51,25.67,5.12,20.55,0,0,0,2.56,0,69.17
Jan-14,4,0.5,0,30.4,111,50,24.51,4.6,19.91,0,0,0,2.17,0,69.7
Jan-14,4.6,0.48,438.29,29.5,101,50,22.1,2.97,19.13,0,0,0,2.86,0,71.83
Feb-14,3.2,0.54,0,29.4,73,33,21.27,2.64,18.62,0,0,0,2.49,18.71,74.51
Feb-14,3.3,0.4,438.97,27.8,71,34,18.17,2.04,16.12,0,0,0,3.14,17.13,77.11
Feb-14,4,0.42,0,29.8,77,35,19.72,3.73,15.99,0,0,0,2.75,18.25,75.21
Feb-14,3.1,0.43,0,28.2,79,36,18.88,2.78,16.09,0,0,0,2.42,18.08,78.37
Mar-14,4.1,0.58,0,33.9,84,36,21.4,2.24,19.17,0,0,0,2.09,21.83,72.15
Mar-14,4.6,0.43,436.29,33,86,41,17.69,1.58,16.09,0,0,0,2.62,20.02,74.33
Mar-14,3.7,0.47,0,33.9,97,42,20.01,3.51,16.49,0,0,0,2.39,21.25,72.21
Mar-14,3.4,0.46,0,32.8,94,42,17.41,2.45,14.96,0,0,0,2.11,21,76.19
Apr-14,3.8,0.44,0,38.7,90,37,14.93,1.98,12.94,0,0,0,2.05,24.47,76
Apr-14,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
Apr-14,4.4,0.39,438.31,38.4,77,36,15.61,1.36,14.24,0,0,0,2.49,23.76,76.6
Apr-14,4.6,0.43,0,40.6,84,36,16.56,2.69,13.87,0,0,0,2.25,25.02,74.01
May-14,3.2,0.27,432.69,22.1,38,18,13.42,1.8,11.63,0,0,0,2.19,26.63,81.87
May-14,4.1,0.38,0,23.5,49,20,18.13,5.25,12.88,0,0,0,2.08,27.37,78.79
May-14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
May-14,2.9,0.35,0,23.3,57,19,12.81,2.57,10.23,0,0,0,1.73,26.94,79.03
Jun-14,3.5,0.28,0,22.7,43,13,13.77,3.17,10.6,0,0,0,2.5,29.5,78.37
Jun-14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Jun-14,2.6,0.26,0,22.3,41,12,9.06,1.81,7.25,0,0,0,1.98,29.13,76.39
Jun-14,3.1,0.2,422.59,22,33,12,9.84,1.56,8.27,0,0,0,2.75,29.33,80.64
Jul-14,3,0.17,428.51,24.4,33,15,9.15,1.83,7.32,0,0,0,2.5,29.27,78.12
Jul-14,2.8,0.21,0,24.3,37,13,11.29,2.5,8.78,0,0,0,2.53,30.74,75.98
Jul-14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Jul-14,2.6,0.22,0,24.7,35,14,7.89,1.65,6.24,0,0,0,2.1,30.55,71.93
Aug-14,3.2,0.17,415.72,22.3,27,12,8.75,1.87,6.88,0,0,0,2.35,29.5,80.89
Aug-14,2.7,0.25,0,21.8,32,11,12.72,2.86,9.86,0,0,0,2.18,29.43,79.69
Aug-14,2.6,0.23,0,24,31,12,7.37,1.57,5.8,0,0,0,1.76,29.34,75.12
Aug-14,3,0.28,0,23,25,10,10.22,1.83,8.39,0,0,0,1.91,30.37,77.05
Sep-14,3.4,0.35,0,34.6,38,19,11.61,1.7,9.91,0,0,0,1.84,29.9,74.67
Sep-14,3,0.29,0,34.3,46,21,8.92,1.38,7.53,0,0,0,1.68,29.58,73.57
Sep-14,3.3,0.24,424.69,31.9,42,20,9.2,1.57,7.63,0,0,0,2.04,30.16,77.76
Sep-14,2.8,0.29,0,32.8,46,20,12.29,2.24,10.05,0,0,0,2.04,30.05,78.25
Oct-14,4.2,0.51,0,48.3,78,38,17.94,1.78,16.16,0,0,0,2.03,26.71,67.09
Oct-14,3.8,0.4,0,44.2,90,37,16.07,1.91,14.15,0,0,0,2.09,25.82,68.72
Oct-14,3.6,0.37,0,45.3,88,37,17.04,2.26,14.77,0,0,0,2.24,26.58,73.38
Oct-14,4,0.37,430.21,42,79,38,15.24,1.88,13.36,0,0,0,2.38,27.05,71.04
Nov-14,3.8,0.46,0,33.1,89,39,20.04,3.29,16.75,0,0,0,2,23.58,72.44
Nov-14,4,0.41,434.95,33,77,39,16.66,2.79,13.87,0,0,0,2.41,25.16,73.54
Nov-14,3.5,0.44,0,34.7,89,37,19.81,3.3,16.51,0,0,0,2.22,24.07,76.86
Nov-14,4.1,0.59,0,36.5,75,36,22.06,2.76,19.3,0,0,0,2.05,24.45,71.55
Dec-14,3.7,0.51,0,22.8,88,41,24.51,4.69,19.82,0,0,0,2.41,17.58,71.27
Dec-14,3.8,0.47,431.26,21.4,83,43,22.06,3.77,18.29,0,0,0,3.19,19.79,71.6
Dec-14,3.7,0.49,0,25.1,94,39,23.71,5.07,18.63,0,0,0,2.8,18.01,74.17
Dec-14,4.1,0.64,0,23.4,79,39,27.6,4.23,23.37,0,0,0,2.51,18.41,69.98
Jan-15,3.7,0.65,0,30.8,83,43,24.5,3,21.5,0,0,0,2.32,18.21,68.3
Jan-15,3.4,0.51,0,28.2,92,46,22.1,3.67,18.42,0,0,0,2.24,17.54,69.29
Jan-15,3.7,0.47,0,27.8,82,49,19.81,2.95,16.86,0,0,0,2.85,18.41,69.9
Jan-15,3.4,0.48,0,32,95,43,21.44,4.1,17.35,0,0,0,2.52,17.77,74.34
Feb-15,3.3,0.61,0,33.4,78,39,21.3,2.55,18.75,0,0,0,2.33,19.74,70.07
Feb-15,2.8,0.46,0,34.3,84,36,18.48,3.59,14.89,0,0,0,2.55,18.96,75.72
Feb-15,3.3,0.46,0,30.8,83,45,17.47,2.61,14.86,0,0,0,2.83,0,72.47
Feb-15,2.9,0.49,0,30.3,87,40,19.17,3.09,16.08,0,0,0,2.25,18.8,71.12
Mar-15,3.7,0.44,422.5,28.1,66,38,17.97,2.41,15.56,0,0,0,2.82,22.3,74.69
Mar-15,3.3,0.46,0,30.7,74,29,19.91,3.53,16.38,0,0,0,2.62,21.95,76.41
Mar-15,3.7,0.58,0,31.2,63,30,21.36,2.32,19.04,0,0,0,2.33,22.42,71.62
Mar-15,3.2,0.47,0,28.6,74,33,18.46,2.61,15.85,0,0,0,2.17,21.67,72.73
Apr-15,2.9,0.34,0,32.7,57,21,14.63,2.58,12.05,0,0,0,2.63,25.3,74
Apr-15,3,0.35,0,32.1,60,22,15.28,1.92,13.36,0,0,0,2.27,24.99,68.58
Apr-15,3.2,0.42,0,35.7,50,20,14.34,1.32,13.01,0,0,0,2.3,25.79,68.89
Apr-15,3.3,0.32,416.23,31.7,49,25,13.62,1.9,11.72,0,0,0,2.96,24.86,73.07
May-15,2.3,0.29,0,24.5,43,16,10.49,1.76,8.73,0,0,0,1.78,28.14,74.17
May-15,2.4,0.23,417.05,22.9,34,16,10.45,1.75,8.7,0,0,0,2.24,27.19,77.59
May-15,2.4,0.3,0,23,41,15,13.12,2.55,10.58,0,0,0,2.18,28.33,80.18
May-15,2.8,0.34,0,26.4,31,13,11.34,1.43,9.91,0,0,0,1.96,28.57,75.24
Jun-15,2.7,0.16,417.81,17.9,26,9,9.44,1.84,7.61,0,0,0,2.5,29.72,71.97
Jun-15,2.8,0.21,0,18.1,31,8,10.45,2.36,8.09,1.873,0.167,1.71,2.44,31.28,72.12
Jun-15,3,0.23,0,18.6,24,7,8.42,1.52,6.89,1.864,0.095,1.77,2.12,30.32,68.67
Jun-15,2.6,0.22,0,18.6,32,9,8.07,1.77,6.3,1.996,0.067,1.93,1.92,30.63,69.73
Jul-15,2.1,0.19,409.69,25.7,29,13,7.94,1.35,6.58,0,0,0,2.67,29.17,78.91
Jul-15,2.2,0.23,0,26.6,35,13,7.75,1.36,6.39,1.977,0.06,1.92,2.08,29.44,74.22
Jul-15,2.5,0.24,0,25.4,34,12,10.6,2.24,8.36,1.876,0.155,1.72,2.51,29.64,77.93
Jul-15,2.6,0.29,0,26.1,30,12,9.52,1.64,7.87,1.973,0.117,1.86,2.18,28.98,73.74
Aug-15,2.8,0.27,0,22.3,35,12,13.67,3.25,10.43,1.929,0.212,1.72,2.13,28.99,81.38
Aug-15,2.4,0.19,412.15,23.4,29,13,8.25,1.69,6.55,0,0,0,2.8,28.61,81.23
Aug-15,2.8,0.34,0,23.8,27,11,12.04,2.36,9.68,2.023,0.141,1.88,2.07,28.42,75.4
Aug-15,2.6,0.25,0,23.4,34,12,8.76,1.73,7.02,2.104,0.084,2.02,2.01,28.83,78.2
Sep-15,2.9,0.34,0,39.3,46,22,11.41,1.39,10.01,2.167,0.093,2.07,1.92,28.61,74.27
Sep-15,3.4,0.43,0,43,40,20,12.93,1.57,11.35,2.14,0.157,1.98,2.15,28.44,70.41
Sep-15,2.6,0.29,414.02,39.2,43,24,10.01,1.28,8.73,0,0,0,2.38,28.53,78.29
Sep-15,2.8,0.33,0,40.3,45,22,12.9,1.7,11.23,1.954,0.153,1.8,2.26,29.2,77.93
Oct-15,2.9,0.4,0,36.5,67,28,14.01,1.92,12.09,2.143,0.106,2.04,1.83,26.92,76.66
Oct-15,3.7,0.49,0,41.2,52,28,16.63,1.82,14.81,2.211,0.182,2.03,1.96,26.82,72.54
Oct-15,3.2,0.39,0,38.9,57,29,15.21,1.74,13.5,2.001,0.155,1.85,2.01,27.48,80.24
Oct-15,3.3,0.36,419.91,37.2,61,33,12.41,1.53,10.88,0,0,0,2.08,27.21,79.98
Nov-15,3.5,0.4,428.05,33.4,70,36,15.52,1.96,13.56,0,0,0,2.38,25.79,77.8
Nov-15,3.6,0.45,0,32.4,84,33,18.53,2.77,15.76,2.184,0.137,2.05,2.02,24.86,74.82
Nov-15,3.3,0.4,0,34.6,74,33,16.43,1.76,14.78,2.035,0.162,1.87,2.25,25.64,78.76
Nov-15,3.8,0.55,0,37.2,65,30,19.66,2.12,17.54,2.225,0.208,2.02,2.14,25.13,70.77
Dec-15,3.8,0.45,427.57,25.1,69,38,20.23,2.79,17.45,0,0,0,3.08,21.78,76.33
Dec-15,3.6,0.61,0,28.1,66,33,23.62,3.4,20.22,2.236,0.218,2.02,2.52,20.84,71.5
Dec-15,3.2,0.45,0,28,75,32,18.2,2.34,15.95,2.057,0.16,1.9,2.81,21.21,77.93
Dec-15,3.6,0.48,0,25,78,33,22.24,3.99,18.24,2.14,0.132,2.01,2.49,20.32,75.42
Jan-16,3.1,0.63,0,22.3,55,36,25.04,4.23,20.81,2.178,0.222,1.96,2.69,17.42,73.29
Jan-16,2.6,0.48,0,23,58,33,18.3,2.76,15.55,2.009,0.161,1.85,2.87,17.89,80.39
Jan-16,2.8,0.49,0,21.9,61,32,22.94,4.34,18.6,2.144,0.129,2.02,2.56,17.47,81.67
Jan-16,3,0.46,430.17,21.5,54,32,19.54,2.74,16.8,0,0,0,3.38,18.69,79.65
Feb-16,3,0.58,0,29,65,34,21.59,2.84,18.76,2.115,0.18,1.94,2.69,17.29,70.75
Feb-16,3.1,0.43,432.93,27.2,63,38,17.1,2.04,15.05,0,0,0,3.46,17.17,74.29
Feb-16,2.7,0.45,0,28.8,70,37,16.63,2.25,14.39,1.951,0.133,1.82,2.87,17.81,72.03
Feb-16,3,0.47,0,28.6,74,37,19.74,2.84,16.9,2.162,0.111,2.05,2.61,17.12,74.49
Mar-16,3.3,0.63,0,29.1,63,44,25.91,3.37,22.54,2.21,0.25,1.96,2.2,19.65,73.24
Mar-16,3.2,0.43,433.83,27.2,62,38,18.72,2.28,16.43,0,0,0,2.63,19.22,77.81
Mar-16,3.1,0.46,0,28.3,67,42,20.38,3.1,17.28,2.09,0.2,1.9,2.3,20.06,75.53
Mar-16,3,0.47,0,28.2,73,39,22.3,3.23,19.06,2.25,0.14,2.11,2.07,19.38,77.93
Apr-16,3,0.41,0,29.1,60,33,13.98,1.99,11.99,2.188,0.105,2.08,1.74,25.97,75.58
Apr-16,3.2,0.46,0,31.4,45,31,15.68,1.79,13.87,2.112,0.183,1.93,1.95,26.21,71.98
Apr-16,3.1,0.35,429.49,28.9,51,30,12.26,1.38,10.87,0,0,0,2.18,25.6,78.15
Apr-16,3.2,0.42,0,29.8,55,32,12.65,2.02,10.63,2.017,0.2,1.82,2.18,26.56,74.95
May-16,2.9,0.27,425.3,27.1,38,19,11.22,1.5,9.7,0,0,0,2.39,27.6,77.46
May-16,2.6,0.33,0,26.9,43,21,10.83,2.07,8.75,1.942,0.167,1.78,2.51,28.74,73.29
May-16,3.2,0.34,0,28.6,38,20,13.11,1.58,11.53,2.025,0.15,1.87,2.01,28.18,70.87
May-16,2.9,0.32,0,26.4,48,21,11.59,1.87,9.71,2.098,0.085,2.01,1.86,28.23,73.01
Jun-16,2.3,0.24,0,17.7,28,9,0,0,0,1.872,0.186,1.69,2.87,29.57,76.29
Jun-16,2.8,0.25,0,18.4,22,10,10.1,1.87,8.22,1.928,0.134,1.79,2.15,29.11,73.83
Jun-16,2.4,0.22,0,19.6,29,10,8.22,1.87,6.35,2.01,0.064,1.95,1.77,29.39,74.52
Jun-16,2.2,0.16,413.62,20.1,26,10,8.86,1.72,7.14,0,0,0,2.6,28.51,78.74
Jul-16,2.3,0.15,410.96,23.2,25,12,7.68,2.2,5.49,0,0,0,2.77,29,76.79
Jul-16,2.5,0.2,0,24,30,12,10.14,2.54,7.6,1.825,0.152,1.67,3.04,30.18,73.7
Jul-16,2.6,0.22,0,22.6,25,12,9.12,1.44,7.67,1.902,0.116,1.79,2.3,29.62,70.5
Jul-16,2.2,0.19,0,22.9,28,12,7.67,1.65,6.02,1.997,0.051,1.95,1.93,29.78,72.29
Aug-16,2.8,0.2,413.03,32.3,31,17,7.82,1.26,6.56,0,0,0,2.2,28.55,79.46
Aug-16,2.8,0.28,0,31.2,39,19,12.01,2.59,9.42,1.907,0.194,1.71,2.62,29.61,76.12
