NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10
10598,female,81,1,0,10,2,1,6,2,1,5,5,5,4,5,5,5,4,5,5,5,5,5,4,4,4,3,5,3,4,4,4,4,3,3,4,4,5,3,4,3,3,3,4,3,3,4,3
10599,female,82,1,0,5,2,1,3,2,0,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,5,5,4,4,3,3,4,4,3,4,3,4,3,3,4,4,3,3,4,4,3,3
10600,male,81,1,0,8,2,1,3,2,1,3,4,4,3,5,5,5,4,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,3,3
10601,female,82,1,0,6,3,1,3,2,1,3,4,4,3,4,4,4,4,4,4,3,4,4,2,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4
10602,female,82,1,1,8,1,1,2,99,1,3,3,3,3,5,5,5,5,5,5,5,5,4,2,3,3,5,5,5,5,4,4,4,5,4,5,3,5,3,3,4,4,4,4,4,3,3,3
10603,male,82,1,0,6,2,1,3,1,0,2,3,3,3,2,2,1,1,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,3,2,4,5,4,5,5,4,5,4,5,5,4,5,4
10604,female,81,2,0,7,1,2,3,2,1,3,3,3,4,5,4,5,5,3,3,4,4,5,5,5,5,5,5,5,5,4,4,3,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4
10605,male,82,1,0,9,2,1,3,2,0,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,5,5,2,3,5,5,5,5,5,5,4,3,5,3,2,5,3
10606,male,82,2,0,3,3,2,4,2,0,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
10607,male,82,2,0,17,2,3,5,2,1,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10608,male,82,1,0,9,2,1,2,1,0,2,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10609,male,81,1,0,5,3,1,3,4,1,1,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,5,3,5,3,5,3,3,3,3,3,3,3,3
10610,male,82,,0,3,2,2,5,1,0,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3
10611,male,82,1,0,6,3,2,3,2,1,2,3,4,2,4,4,3,4,4,4,3,4,3,3,4,4,3,3,3,3,4,3,4,3,3,4,5,5,4,4,4,3,4,5,5,4,3,3
10612,female,81,3,0,6,1,1,3,1,0,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,1,4,3,3,4,4,4,4,4,4,3,5,4,2,4,4,3,4,4,4,4,4
10613,male,82,1,0,8,2,2,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10614,male,82,2,0,3,3,2,3,2,1,3,4,4,4,4,4,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,5,5,4,4,5,4,5,4,4,5,4,4
10615,male,81,3,0,7,3,3,4,2,0,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,5,4,4,4,4,4,4,3,3,3,3
10616,male,80,,0,3,2,2,4,2,0,3,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,2,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3
10617,male,81,1,0,9,2,1,2,2,0,1,3,3,3,4,4,4,1,5,5,4,5,3,2,3,3,2,3,3,3,2,2,2,2,4,4,5,5,4,5,4,3,4,2,2,2,2,2
10618,male,82,,0,3,2,2,2,2,0,1,3,3,4,4,4,4,4,5,5,5,5,3,3,4,3,4,3,4,4,3,2,2,3,5,5,5,5,3,3,3,3,3,5,3,2,4,3
10619,male,82,1,0,4,2,3,3,4,1,1,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
10620,male,81,1,0,3,3,2,3,2,1,3,1,1,1,3,3,3,3,3,5,1,1,3,1,1,2,2,1,2,2,3,1,1,1,2,5,3,3,3,3,3,3,3,2,3,4,3,2
10621,female,82,1,1,6,1,3,5,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4
10622,female,82,1,0,6,2,1,4,2,1,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,3,4,4
10623,male,82,1,0,6,2,1,2,3,1,2,3,4,4,5,4,5,5,5,4,5,5,2,5,5,4,3,5,4,4,2,2,2,5,5,5,3,5,5,5,4,4,4,5,4,2,1,4
10624,male,81,1,0,5,2,1,2,2,1,1,3,2,2,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,2,3,2,2,3,5,3,5,4,4,2,2,2,4,3,4,2,4
10625,male,81,1,0,6,2,2,3,3,1,5,5,5,5,4,4,4,4,4,4,1,4,3,4,3,4,4,4,4,4,1,3,1,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5
10626,male,82,1,0,6,3,2,2,2,1,2,3,4,4,4,5,5,4,5,5,4,5,4,4,5,1,2,4,3,2,4,4,4,4,4,4,1,5,4,4,4,4,5,3,1,4,2,2
10627,male,82,1,0,5,2,1,3,2,1,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10628,male,82,1,0,6,2,1,2,4,1,5,5,4,4,5,5,4,3,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,5,5,4
10629,female,81,1,0,8,3,2,4,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3
10630,female,82,1,0,7,3,2,3,2,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4
10631,male,82,1,0,8,3,2,3,2,1,1,2,4,3,5,4,4,4,5,3,3,5,4,5,5,2,4,5,1,1,4,3,3,3,3,4,4,4,4,4,3,3,4,3,1,3,2,3
10632,male,81,2,0,6,1,2,2,1,0,1,3,3,2,5,4,4,4,5,1,3,3,5,5,5,5,3,5,3,4,3,3,4,4,3,4,2,2,5,5,3,3,3,3,5,5,5,5
10633,male,82,1,1,9,1,3,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
10634,male,82,1,1,6,1,2,3,4,1,3,3,3,4,5,5,5,5,4,3,4,4,2,4,5,4,4,3,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4
10635,male,81,2,0,7,2,2,5,3,0,5,4,4,4,5,5,5,5,5,4,4,5,4,5,5,4,3,5,5,5,4,5,3,4,4,5,5,5,5,5,4,4,5,4,3,3,3,3
10636,male,81,1,0,5,2,2,3,3,1,2,3,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,2,3,3,4,4,4,4,4,3,3,4,2,3,3,3,2,4
10637,male,81,1,1,8,1,2,4,2,1,4,5,5,5,5,4,5,5,5,4,3,5,4,5,5,1,4,5,3,5,3,5,4,3,4,5,3,5,4,4,4,4,3,3,3,3,3,3
10638,male,81,1,0,6,3,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,3,2,2,3,4,3
10639,male,82,2,1,7,2,2,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
10640,female,82,1,0,3,2,1,3,2,0,4,4,4,5,4,4,4,3,4,4,3,3,3,2,4,3,3,4,4,3,4,4,4,5,4,4,3,4,4,4,3,3,4,4,4,3,4,4
10641,male,81,1,1,6,1,2,3,3,0,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,3,4
10642,male,82,1,1,3,1,2,4,3,1,4,5,5,4,5,5,5,5,5,5,5,3,3,5,5,5,3,5,2,2,2,3,4,4,4,5,3,5,5,5,4,4,4,5,5,5,4,5
10643,female,81,1,1,8,2,2,3,2,1,5,4,5,4,5,4,4,4,5,4,4,5,3,3,5,5,4,4,4,4,3,3,3,4,4,4,3,5,4,4,3,4,3,3,4,3,3,3
10644,female,81,1,0,6,3,1,3,2,1,3,3,3,3,4,4,4,3,4,4,4,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3
10645,male,81,1,0,5,3,2,2,2,1,1,4,4,3,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10646,female,82,1,0,9,2,1,3,2,0,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3,4,3,3,3,4,4,5,5,5,3,3,3,3,3,4,3,2
10647,male,82,3,0,8,2,2,2,2,0,5,5,5,3,5,5,5,5,5,5,5,5,3,4,4,2,2,5,2,5,4,3,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5
10648,male,81,2,0,5,3,1,2,2,1,2,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10649,female,82,1,0,6,3,2,99,2,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10650,male,82,1,0,6,2,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10651,female,81,3,0,3,2,1,3,2,0,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4
10652,male,82,1,0,6,3,2,3,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
10653,female,81,1,0,8,2,2,3,3,1,4,5,5,4,5,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10654,male,82,2,0,8,2,2,5,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4
10655,female,82,2,0,13,2,1,99,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,2,2,2,2,2,2,2
10656,male,82,1,0,8,2,2,3,4,1,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,3
10657,female,81,2,0,5,2,2,5,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3
10658,female,82,2,0,7,3,2,3,2,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
10659,male,81,1,0,7,2,2,3,3,1,5,5,5,5,4,3,3,3,2,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10660,female,82,2,0,4,2,1,4,3,1,4,4,4,4,5,5,5,5,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,4,3,4,4,4,4
10661,male,82,2,0,3,2,2,3,2,1,2,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,2,2,3,4,4,4,4,4,3,4,4,3,4,3,2,2,4
10662,female,81,2,0,6,2,1,3,2,0,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,5,3,4,4,3,4,4,3,3,3,4
10663,female,82,1,0,5,2,3,6,4,1,4,4,4,5,3,3,3,3,4,4,3,4,3,4,3,1,1,2,2,2,3,3,2,3,4,5,3,5,4,3,4,2,3,3,3,3,2,3
10664,female,81,2,0,6,2,1,2,3,0,1,2,2,2,4,3,5,4,4,3,3,3,2,3,4,4,2,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3
10665,female,82,2,0,9,3,2,5,3,1,2,3,3,1,4,2,4,3,4,3,3,3,3,4,5,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3
10666,male,82,1,0,3,2,2,3,4,0,4,5,4,3,5,3,4,3,5,4,4,5,4,4,5,4,1,4,2,2,3,2,3,3,3,3,2,5,5,3,4,4,4,3,3,2,2,2
10667,male,81,1,0,3,2,1,2,4,1,3,5,5,4,5,5,5,5,5,5,3,3,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4
10668,male,82,2,0,5,2,2,3,2,1,3,3,3,3,2,3,4,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,4,4,4
10669,male,82,2,0,4,2,1,5,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5
10670,male,81,1,0,8,3,1,2,3,1,2,3,4,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4
10671,male,82,1,0,3,2,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,5,5,4,4,4,4,4,4,4,3
10672,male,81,,0,6,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3
10673,male,81,1,0,8,2,2,3,3,1,2,4,4,3,4,3,4,2,5,5,5,5,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
10674,female,81,2,0,3,2,1,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10675,male,82,1,0,3,2,1,3,2,1,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,2,3,5,4,4,4,4,4,4,4,4,3,3,3,3,3
10676,female,82,1,0,5,2,1,1,3,1,1,1,1,1,3,3,2,2,5,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,4,4,3,4,4,4,4,4,4,3,3,3,3,2
10677,male,82,2,0,6,2,2,4,2,0,3,4,4,3,5,4,4,3,5,4,5,5,5,4,5,2,2,3,3,4,3,3,2,4,3,5,2,5,4,4,4,5,3,4,5,5,4,5
10678,female,81,2,0,8,2,2,2,2,1,3,4,4,2,4,3,4,3,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4
10679,male,81,1,0,8,2,2,2,2,1,2,3,3,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
10680,male,81,2,0,5,2,2,3,2,1,3,4,3,3,4,4,4,5,3,3,4,5,5,4,4,4,4,5,5,5,3,3,2,5,5,5,5,5,5,5,3,5,3,2,2,5,3,3
10681,male,82,1,0,4,1,2,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,3,3,3,5,3,3,4,4,4,3,3,4,3,3
10682,male,80,1,0,4,2,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10683,female,82,,1,4,1,1,2,4,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4
10684,male,82,1,0,8,2,2,5,3,1,3,3,3,3,5,5,5,5,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
10685,male,82,1,0,12,2,1,3,2,0,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10686,male,81,1,0,9,2,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,2,4,4,4,4,4,4,3,3,3,3,4
10687,male,82,1,0,9,2,1,1,99,0,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
10688,female,82,1,0,9,2,1,2,1,1,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4
10689,male,82,1,0,4,1,1,3,2,1,2,3,4,3,4,4,4,4,3,3,3,3,4,5,5,4,5,5,5,5,5,2,2,1,4,4,3,4,4,4,3,4,3,3,2,2,2,2
10690,female,82,1,0,12,1,1,4,4,1,3,5,5,4,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,4,4,3,3,4,5,4,5,4,4,5,5,5,5,5,5,5,5
10691,female,82,1,0,12,2,1,2,2,1,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4
10692,male,82,1,0,9,2,1,2,1,0,1,4,5,4,5,5,5,5,5,3,1,2,1,4,5,5,2,3,3,1,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4
10693,female,81,1,0,12,2,1,1,2,0,5,5,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5
10694,male,82,1,0,7,2,1,3,2,1,3,4,4,4,5,5,5,5,5,4,4,5,4,4,4,5,3,5,3,2,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3
10695,male,81,1,0,6,2,2,4,1,1,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4
10696,male,82,1,0,9,2,2,3,2,1,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
10697,male,81,1,0,6,2,1,2,1,0,3,3,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,3,4,3
10698,male,81,1,0,16,2,1,2,1,0,4,5,5,4,4,4,4,4,4,4,5,5,3,3,3,4,4,3,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4
10699,male,82,1,0,12,2,1,3,2,0,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,4,4,4,3,3,3,3,3,5,5,3,4,4,4,4,4,3,3,4,4,4
10700,male,82,1,0,6,3,1,4,1,0,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2
10701,male,82,1,0,11,1,3,5,3,0,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,5,2,4,1,2,4,4,4,2,5,5,3,4,4,4,4,4,4,4,2,2,3,3
10702,male,82,1,0,10,1,3,5,2,0,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,5,2,4,1,2,4,4,4,2,5,5,3,5,4,4,4,4,4,4,2,2,3,3
10703,male,81,,0,10,2,3,3,2,0,5,5,4,4,5,4,3,4,4,3,4,4,4,3,3,3,4,5,4,5,4,4,5,5,4,3,3,5,4,3,3,4,5,5,3,3,3,3
10704,male,81,,0,8,2,3,3,1,0,4,3,3,3,4,3,4,4,4,3,3,3,4,5,2,3,3,3,3,3,4,4,4,4,4,3,2,4,4,4,4,3,3,5,3,3,5,3
10705,male,81,,0,8,2,3,3,3,0,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,3,3,3
10706,male,82,,0,12,1,3,6,4,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,2,4,2,4,4,4,4,4,4,3,2,4,4,4,4,3,2,2,3,4,3,3
10707,male,81,1,0,10,1,3,5,4,0,1,1,1,1,1,1,1,1,2,3,1,3,2,2,1,1,4,2,2,3,3,1,2,4,1,1,3,1,1,3,3,3,4,3,4,2,4,3
10708,male,81,1,0,7,1,3,6,4,0,3,4,4,4,4,4,4,4,3,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4
10709,male,81,1,0,8,1,3,6,3,0,3,4,4,4,4,4,4,4,3,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4
10710,male,81,1,0,10,3,2,3,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10711,male,82,1,1,10,1,3,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10712,male,81,1,1,6,1,2,5,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
10713,male,82,1,0,6,1,2,4,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10714,male,81,1,1,8,1,2,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3
10715,male,81,1,1,10,1,2,2,4,1,3,3,3,4,5,4,4,4,4,3,3,3,4,3,3,3,4,5,5,5,4,4,3,4,5,4,4,3,3,3,3,4,3,3,4,3,4,3
10716,male,81,1,1,5,1,2,2,3,1,5,5,5,3,4,3,3,4,4,3,3,3,4,5,5,3,3,3,4,3,4,3,4,4,4,5,4,4,3,3,4,5,4,5,4,4,4,4
10717,male,81,1,1,6,1,2,3,1,1,3,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,4,3,3,3,4,4,5,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3
10718,male,82,1,0,4,2,1,1,2,1,3,3,3,3,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10719,male,81,,1,5,3,2,1,2,0,1,2,3,1,5,5,5,5,5,5,5,5,3,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
10720,male,82,2,0,8,2,2,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,1,4,5,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3
10721,male,82,2,0,8,3,2,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3
10722,male,82,2,0,10,1,3,3,4,1,3,3,4,3,3,5,4,3,4,4,3,2,3,3,3,3,5,5,4,3,5,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3
10723,male,82,1,0,8,1,2,3,4,0,1,4,5,5,5,4,5,5,5,3,3,5,4,4,4,3,5,5,5,5,3,3,3,3,3,3,4,5,4,4,2,2,3,4,3,3,3,3
10724,female,82,2,0,10,2,1,5,4,1,4,4,5,4,4,5,4,5,4,5,4,5,4,3,4,4,5,4,4,3,4,5,4,5,4,4,3,5,4,5,4,5,4,5,4,4,5,5
10725,male,81,1,0,8,2,3,3,4,0,3,4,4,4,3,5,4,3,4,4,5,4,4,4,5,5,4,4,5,4,4,4,5,5,5,4,4,3,3,4,5,4,4,3,3,4,5,4
10726,male,81,1,1,7,1,2,3,3,0,3,4,4,3,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3,3,5,4,4,4,4,3,5,5,3,4,3,3,4,3,5,4,4,4
10727,male,81,1,0,5,2,3,3,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10728,female,81,1,1,3,1,3,6,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10729,male,81,1,0,10,1,3,3,4,1,5,4,3,2,3,3,4,3,2,3,4,3,2,3,3,4,3,2,3,4,2,3,3,2,3,4,2,4,5,4,3,3,2,2,2,3,2,3
10730,male,81,3,0,7,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,3
10731,male,81,3,0,7,2,2,3,2,1,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4
20001,male,77,1,0,13,2,1,3,2,1,4,4,4,3,4,4,3,3,4,3,3,4,3,4,4,4,3,2,3,4,4,3,4,2,3,2,3,3,4,3,3,4,3,2,3,3,4,3
20002,male,78,1,0,10,2,1,3,3,1,4,3,5,5,5,5,5,5,5,5,5,5,4,4,4,1,2,2,2,2,2,2,4,4,4,5,5,5,5,5,4,5,4,3,3,1,2,3
20003,male,77,1,0,12,1,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20004,female,77,2,1,7,1,2,3,2,1,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
20005,male,77,1,0,6,3,1,1,2,0,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
