NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10
10320,female,82,3,0,,2,99,3,99,0,3,4,5,3,5,5,5,5,5,5,5,5,4,3,4,5,5,5,4,3,5,3,4,4,4,3,5,3,4,3,5,4,3,3,3,5,3,4
10321,male,81,3,0,3,3,1,3,1,0,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,4,3,4,3,4,5,4,3,3,3,3,3,3,3,3
10322,male,81,1,0,4,2,3,3,1,1,4,3,3,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
10323,male,81,3,0,3,3,2,4,1,0,2,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3
10324,male,82,3,0,3,2,1,2,2,0,3,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,3,3,4,3,4,4,5,3,5,5,4,4,4,4,5,5,4,5
10325,female,81,3,0,3,2,1,3,2,1,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4
10326,male,82,3,0,3,1,3,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
10327,female,81,3,0,9,2,1,2,1,0,1,3,3,4,4,4,4,4,4,3,3,4,3,3,5,5,4,4,4,4,4,4,5,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4
10328,male,81,1,0,3,2,1,2,3,1,3,5,5,3,5,5,5,5,4,4,4,3,2,4,4,4,3,4,3,3,3,4,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4
10329,male,81,3,0,9,1,1,3,1,1,4,4,4,3,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
10330,female,81,1,0,5,2,1,2,2,1,2,4,4,3,5,5,5,5,4,4,4,4,4,5,5,4,4,5,5,5,4,4,4,5,5,5,4,5,4,4,5,5,3,3,4,4,4,5
10331,female,81,1,0,6,2,1,4,2,1,4,5,3,3,5,5,5,5,3,3,5,4,4,4,4,4,4,4,3,4,5,4,3,3,4,5,3,5,3,4,3,3,3,3,3,4,3,3
10332,male,82,1,0,6,2,2,4,3,1,5,5,5,4,4,4,4,4,5,4,5,5,4,5,4,4,5,5,4,4,5,5,5,4,4,4,3,5,4,3,4,4,4,5,4,4,5,4
10333,male,81,1,0,3,2,1,3,2,0,1,3,3,3,5,5,5,5,4,3,4,4,4,5,5,2,3,4,4,4,4,4,3,3,4,5,3,5,5,5,4,4,4,3,3,4,3,4
10334,female,81,1,0,6,2,1,3,2,1,3,3,3,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,2,2,2,2
10335,female,82,1,0,6,3,1,4,2,1,2,5,5,4,5,5,5,5,4,4,4,5,3,4,4,2,3,4,3,3,3,2,2,2,3,3,2,4,4,4,4,4,2,2,2,2,2,2
10336,male,82,1,0,3,2,1,2,2,0,3,4,3,4,4,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3
10337,male,81,,0,3,99,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3
10338,male,81,1,0,3,1,2,2,1,1,5,5,4,4,4,5,5,4,4,4,4,5,3,4,4,4,4,3,5,4,4,4,3,3,5,3,3,5,4,4,4,4,4,4,3,5,3,4
10339,male,82,1,0,6,1,1,5,2,1,1,4,4,4,5,5,4,5,4,3,4,4,4,2,5,2,5,5,5,5,4,4,3,2,3,4,5,4,5,4,4,4,3,4,4,2,4,3
10340,male,82,1,0,3,2,2,3,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,5,4,4,5,5,5,4,3,4,4,5
10341,male,81,1,1,3,3,2,5,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4
10342,female,81,1,0,4,2,3,3,3,0,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,4,3,4,2,2,2,2,2,2,2
10343,male,82,1,1,6,2,2,3,2,0,3,3,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
10344,male,81,1,0,6,2,1,3,3,1,2,4,4,3,5,5,5,5,5,5,5,5,4,5,5,3,4,4,5,5,4,2,2,4,4,4,3,4,4,4,4,4,4,5,2,1,2,2
10345,male,82,3,0,5,2,1,3,2,1,4,4,4,3,4,4,4,4,4,3,3,4,4,2,4,2,3,4,3,3,4,4,4,3,4,4,2,5,3,4,4,4,3,3,3,3,3,4
10346,male,82,1,0,8,2,1,3,3,1,5,5,5,4,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,3
10347,male,82,1,1,6,1,1,3,2,1,2,4,4,3,5,5,5,5,5,5,4,4,2,4,5,3,4,4,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3
10348,male,82,1,1,6,3,1,3,2,1,4,5,3,3,5,5,5,5,4,4,4,4,3,3,5,4,5,5,4,4,5,4,5,4,5,5,4,5,5,3,4,4,4,4,3,3,4,3
10349,male,82,1,0,6,2,2,3,2,0,3,4,4,5,5,5,5,4,4,3,5,5,3,4,4,3,4,5,5,5,5,5,5,4,4,5,2,5,5,4,4,3,3,4,4,5,4,4
10350,male,81,1,0,9,2,1,2,3,1,3,4,4,4,5,4,4,5,5,4,3,3,5,4,5,5,5,4,4,4,3,3,3,3,3,5,5,5,4,4,5,5,5,3,4,4,3,4
10351,male,81,1,0,3,1,1,3,2,0,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,2,5,5,5,5,3,5,5,2,4,3,4
10352,male,82,1,0,3,2,2,4,3,1,4,4,3,4,5,5,5,4,5,4,4,5,5,5,5,5,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3
10353,male,81,1,0,3,2,1,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
10354,male,81,1,0,3,1,3,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,3,3,2,2,4,4,4,5,3,4,4,4,4,4,2,3,3,4
10355,female,81,3,0,4,1,1,3,2,1,4,5,4,4,4,3,4,5,5,2,4,5,4,4,4,4,4,5,4,4,3,1,2,1,4,5,4,5,5,4,1,1,4,1,1,1,1,1
10356,male,81,1,0,3,1,2,5,3,1,3,5,5,4,5,5,5,5,5,5,4,5,4,4,5,4,5,5,3,4,4,4,3,4,4,4,5,5,3,5,4,4,4,3,3,3,4,4
10357,female,81,1,1,3,1,1,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,3
10358,male,82,1,0,3,1,1,3,3,1,3,4,4,4,5,5,5,4,4,5,4,5,3,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,3
10359,male,82,1,0,3,1,1,3,2,1,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,5
10360,male,81,1,0,8,1,2,3,2,0,4,4,3,2,4,4,4,4,5,4,4,5,4,4,4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3
10361,male,81,1,0,3,1,2,3,2,0,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,3,5,3,3,5,3,5,4,4,5,5,5,5,5,3,5,5
10362,male,79,1,0,6,2,1,2,2,0,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3
10363,female,81,3,1,3,1,2,5,2,0,3,4,3,3,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5,3,4,3,3,3,5,5,4,4,4,3,3,4,3,3,3,3,3
10364,male,82,3,0,8,2,1,3,2,0,3,3,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,2,2,2,2
10365,male,82,1,0,3,2,1,3,2,1,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,4,4,3,3,3,3,4,2,3,4,3,4,3,4,3,2,2,2,2
10366,male,81,1,0,5,3,2,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10367,male,82,1,0,10,2,1,2,2,0,3,3,3,2,3,3,3,3,4,4,4,4,2,4,3,3,4,4,4,4,2,2,2,3,3,3,4,4,3,2,2,3,3,3,4,3,3,2
10368,female,82,1,0,10,1,1,2,2,0,1,2,2,3,5,4,4,4,5,5,5,5,3,3,4,3,3,3,3,4,3,3,3,4,3,4,2,5,3,4,4,3,4,4,3,3,3,4
10369,male,82,3,0,3,2,1,3,2,1,2,4,4,4,4,4,4,4,5,5,5,5,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3
10370,male,82,1,0,9,2,1,4,3,1,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,3,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4
10371,female,82,1,0,4,1,2,6,4,1,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5
10372,male,81,3,0,10,2,1,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10373,male,81,3,0,6,2,1,3,3,1,2,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4
10374,male,82,1,0,8,2,1,2,1,0,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10375,female,81,1,0,9,2,2,1,3,0,4,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
10376,male,81,1,0,4,3,1,2,2,0,2,3,3,3,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,3,4,4,5,4,4,5,3,4,5,4,5,5,5,5,4,4,5,3
10377,male,82,2,0,9,2,2,2,1,1,3,3,5,3,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4
10378,female,82,3,0,3,2,1,1,2,0,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,2,3,2,2
10379,female,82,3,0,3,2,1,2,2,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10380,female,81,3,0,6,2,2,3,3,0,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
10381,male,81,3,0,,3,1,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10382,female,82,2,0,5,2,1,3,3,1,3,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,4
10383,female,81,3,0,8,2,2,4,2,1,4,5,5,5,4,4,4,4,5,5,5,5,4,3,4,3,5,4,3,3,4,3,4,3,4,5,5,5,5,4,5,5,5,5,4,4,5,5
10384,male,81,1,0,5,1,1,3,2,1,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,4,4,3,3,3,3,3,3,3,3
10385,female,81,3,0,12,1,3,3,2,1,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,5,5,4,5,4,5,3,4,4,4,4,4,3,4,3,3,4,3
10386,male,82,1,0,6,2,1,2,2,1,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,4,4,3,4,4,5,3,4,4,5,4,4,4,3,3,3,3,3
10387,male,81,1,0,4,2,1,4,2,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,5,4,3,4,4,4,3,3,3,3,4
10388,male,82,1,0,7,1,2,5,2,1,2,4,3,2,4,4,4,4,4,3,4,4,4,4,4,2,2,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4
10389,male,82,3,1,5,3,2,3,2,0,3,5,5,5,4,5,5,5,4,4,4,4,5,5,4,3,5,5,3,3,5,5,5,5,3,3,3,5,5,4,5,5,5,5,4,5,5,4
10390,male,82,3,0,12,2,1,4,1,1,4,4,4,4,4,4,4,4,3,4,5,4,3,3,4,5,5,5,4,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10391,female,82,2,0,5,2,1,3,2,1,5,3,3,5,4,4,4,5,4,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,5,3,3,4,3,3,4,3,3,4
10392,male,80,3,0,,3,1,1,1,1,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5
10393,female,81,3,0,3,1,1,3,2,0,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5
10394,male,82,3,0,12,1,1,3,2,1,3,5,5,4,5,5,5,5,5,5,5,5,4,3,3,3,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5
10395,male,82,1,1,6,1,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,3,5
10396,male,81,2,0,8,2,1,3,2,1,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,3,3,3,3
10397,male,82,3,0,7,2,1,3,2,0,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10398,female,80,2,0,4,2,3,3,2,1,2,4,4,4,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,2,4,4,3,4
10399,male,82,1,0,8,1,1,3,2,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4,3,2,3,3,3
10400,male,81,1,0,8,1,2,5,2,0,3,5,5,4,5,5,5,4,5,5,5,5,3,3,5,3,3,5,3,3,1,1,1,1,4,4,2,5,4,4,1,1,1,1,1,1,1,3
10401,male,82,3,1,9,1,2,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5
10402,male,81,2,0,7,2,2,3,2,0,4,4,4,4,4,4,4,3,5,4,3,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4
10403,male,82,1,0,6,1,2,3,4,1,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10404,female,81,3,0,8,2,1,3,2,1,3,5,5,3,5,5,5,5,4,4,4,4,3,3,4,5,4,5,4,4,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4
10405,female,82,1,0,6,2,2,3,2,1,4,5,5,5,5,5,5,5,4,3,2,4,5,5,5,5,1,1,1,1,4,4,4,2,4,4,1,4,5,4,1,1,4,4,2,4,4,4
10406,female,82,3,0,5,2,1,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,3,5,3,5,5,3,5,5,5,3,3,2,3,5
10407,female,80,1,0,7,2,1,2,2,0,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
10408,male,82,3,0,9,2,2,3,2,1,3,5,5,4,5,5,5,5,5,5,5,5,3,4,5,5,3,5,2,3,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5
10409,male,81,3,0,6,2,2,3,3,1,3,5,4,5,3,4,4,5,5,5,5,5,4,5,4,3,4,5,4,4,2,3,2,3,3,5,3,5,4,4,4,4,5,4,5,4,3,3
10410,male,82,3,0,14,2,1,3,1,0,3,3,4,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5
10411,male,81,2,0,4,2,1,3,1,0,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
10412,male,81,3,0,12,1,2,4,1,1,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5
10413,male,81,3,1,8,1,1,2,4,1,1,3,5,1,5,5,5,5,5,5,5,5,3,3,3,3,5,2,5,5,2,5,2,1,5,5,3,5,4,4,5,5,5,5,5,2,5,2
10414,male,82,1,0,5,2,1,5,4,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10415,male,81,3,0,3,2,1,4,2,1,3,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,4,5,3,5,5,5,4,5
10416,male,82,1,1,7,2,2,6,3,1,5,4,5,4,5,1,4,2,5,3,2,4,5,4,4,3,5,4,3,4,4,3,4,4,3,5,4,3,5,3,4,5,5,4,3,4,3,5
10417,female,82,1,0,6,2,2,3,2,1,4,5,5,5,5,5,5,5,4,3,2,4,5,5,5,5,1,1,1,1,4,4,4,2,4,4,1,4,5,4,1,1,4,4,2,4,4,4
10418,male,82,3,1,9,3,2,3,1,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,5,3,4,3,3,3,3,4,4,3,3
10419,female,82,1,1,7,1,2,4,2,0,1,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,5,2,3,4,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4
10420,female,82,2,0,7,2,1,3,4,1,1,3,5,2,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10421,female,81,1,0,6,2,1,1,4,0,1,3,3,1,3,3,3,3,4,3,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3
10422,female,82,3,0,5,2,1,2,2,1,5,4,2,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4
10423,female,82,1,0,9,2,1,2,2,1,4,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,4,5,5,4
10424,female,82,3,0,6,2,2,3,2,0,3,5,5,5,5,5,5,4,5,5,4,5,3,1,5,5,4,5,4,4,4,5,4,4,3,4,4,5,5,5,4,4,4,4,5,4,3,4
10425,male,82,1,0,6,1,1,3,2,1,2,2,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,2,4,4,3,4,3,3,3,4,3,3,2,2,3,4
10426,male,82,1,1,4,1,3,4,3,1,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4
10427,male,81,2,1,3,1,3,5,3,1,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4
10428,female,81,1,1,7,1,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4
10429,male,81,1,0,5,2,2,3,1,0,3,5,4,3,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,5,3,4,4,3,3,4,3,3,4,3,3,3,4,4,3,4,4,3
10430,male,81,1,1,12,1,3,3,1,1,4,5,4,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,5,4,5,5,4
10431,female,81,1,0,8,1,3,4,3,0,5,4,4,4,5,5,5,3,5,3,3,5,3,4,5,2,3,3,2,3,2,1,1,2,4,4,4,3,4,4,1,2,5,2,1,3,3,2
10432,female,81,1,0,6,1,2,3,99,1,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
10433,male,81,1,0,8,2,1,4,4,0,3,4,2,2,5,5,4,3,5,5,3,4,3,3,5,4,3,2,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4
10434,male,82,2,0,7,1,2,4,4,1,2,5,5,4,4,4,4,5,5,4,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,3,4,4,5,4,4,4
10435,female,81,2,0,7,1,2,3,2,0,2,3,3,2,4,4,4,4,4,4,4,4,3,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5
10436,female,81,2,0,6,2,1,2,3,0,2,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
10437,male,81,3,0,7,2,1,3,3,0,1,3,4,2,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4
10438,male,81,1,0,6,1,2,3,2,1,4,5,4,4,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,2,5,4,3,5,5,5,5,4,5,4,3
10439,male,82,1,0,3,2,1,3,2,0,1,3,4,2,5,5,5,4,5,4,3,4,4,5,3,3,3,4,4,4,3,4,3,3,3,4,3,5,4,3,3,3,3,4,3,3,4,3
10440,male,81,1,0,5,2,1,3,3,1,4,3,3,4,5,4,4,5,5,5,5,5,3,4,5,5,2,5,3,2,4,4,2,2,5,5,4,4,5,5,3,2,2,2,2,4,2,4
10441,female,81,1,0,8,3,1,4,2,1,4,4,4,5,4,4,4,4,4,2,2,3,4,5,5,5,1,2,3,3,3,1,1,4,3,5,5,4,2,4,1,2,3,4,1,1,2,4
10442,male,82,1,0,5,2,1,5,2,0,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,3,3,2,3,2,3
10443,female,81,1,0,6,1,2,3,2,0,1,4,5,4,3,3,4,4,5,5,4,5,4,4,5,4,3,3,3,5,4,4,4,5,4,5,5,5,5,4,5,5,5,4,3,4,4,4
10444,male,82,1,0,8,2,2,3,2,0,4,4,3,5,5,5,5,5,4,4,4,5,3,5,4,4,3,5,5,5,5,5,5,4,5,5,1,5,5,5,5,4,4,5,4,5,5,5
10445,male,81,1,0,7,2,3,3,2,0,2,4,4,4,2,3,3,3,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4
10446,male,82,1,1,7,2,2,4,2,0,3,3,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10447,male,82,1,0,7,3,1,2,2,0,5,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4
10448,male,82,1,0,6,2,2,3,2,0,3,3,4,4,3,2,2,3,4,4,3,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10449,male,82,1,0,5,2,1,3,2,1,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,3,4,4,5,3,4,5,5,5,4,4,3,3,4,3,3,4,4,4
10450,male,81,1,0,6,2,1,3,3,0,1,4,4,4,2,3,2,2,5,5,5,5,5,5,5,3,3,5,2,4,3,3,3,4,4,5,5,5,4,4,4,4,5,4,3,4,3,3
10451,male,81,1,0,6,2,3,3,2,1,3,4,5,4,3,4,3,4,5,5,4,5,3,4,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,4,3,4,5,4
10452,male,81,1,0,3,3,1,6,4,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,1,3,1,1,4,4,4,3,4,4,3,5,5,3,3,4,4,5,1,3,5,3
10453,male,81,1,0,5,2,2,3,3,0,1,3,3,3,5,5,5,4,5,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,4,5,3,5,4,4,3,3,3,3,3,4,3,3
10454,male,82,1,0,6,3,1,2,4,1,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,4,4,4,4,4,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5
10455,female,82,1,0,5,2,2,4,2,0,4,5,4,3,4,4,4,4,5,4,3,4,3,4,5,5,4,4,4,4,4,3,3,3,3,4,3,4,4,5,4,4,3,3,4,4,4,4
10456,male,82,3,0,5,2,1,2,3,1,1,4,3,4,3,3,3,3,4,4,4,4,3,4,2,2,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3
10457,male,81,1,0,8,1,1,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10458,male,82,1,0,3,2,2,3,2,0,2,5,5,3,3,5,2,1,5,3,3,4,3,3,4,3,4,4,3,3,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5
